#Table1
plate,mjd,fiberid,oiii_5007_flux,h_beta_flux,h_alpha_flux,nii_6584_flux,e_bv_sfd,oiii_5007_flux_err,h_beta_flux_err,h_alpha_flux_err,nii_6584_flux_err,ratio_oiii_hb,ratio_nii_ha
932,52620,56,237.8362,378.2467,1424.602,1030.707,0.04776532,10.00151,9.673588,19.72264,17.22043,0.628786,0.7235055
2213,53792,372,56.14773,41.92478,189.5407,370.7054,0.02624285,10.51388,7.917876,14.45561,17.24344,1.339249,1.955809
2742,54233,470,86.70879,52.2738,170.908,269.4178,0.02092899,7.558463,6.995248,11.26226,11.18104,1.658743,1.576391
432,51884,94,139.8146,82.7543,448.6612,577.8047,0.04968056,7.567023,6.473866,12.76327,13.44695,1.689514,1.287842
473,51929,114,130.5701,35.5944,112.7137,63.12643,0.03587579,4.561821,3.260782,3.65704,3.548274,3.668276,0.5600601
1920,53314,237,291.9623,163.2982,690.3578,854.5138,0.04315791,8.385423,7.408543,13.31316,12.90852,1.787909,1.237784
2419,54139,474,52.67744,27.05825,85.25519,133.4168,0.02343217,4.293106,3.288701,4.843891,5.776277,1.946816,1.564911
1665,52976,397,73.94783,91.67425,536.8188,403.2687,0.1545109,3.935688,3.496616,6.566541,6.573775,0.8066369,0.7512194
1018,52672,22,2749.29,3270.262,16598.63,7289.781,0.01560649,26.80344,28.54061,130.084,47.36082,0.840694,0.4391796
394,51913,177,199.4774,434.6039,1687.322,639.6384,0.02966246,2.324216,2.970049,6.629254,3.173944,0.4589868,0.3790851
2506,54179,406,81.0508,51.23298,136.318,155.2486,0.02063941,6.280461,5.592076,8.123918,8.314696,1.582005,1.138871
2506,54179,582,294.2163,123.3301,506.8439,909.3129,0.03196606,12.22756,10.56438,19.27263,20.26717,2.3856,1.794069
2526,54582,130,80.75883,28.08064,138.7333,135.7143,0.04904785,6.192713,4.036507,6.761836,8.022085,2.875961,0.9782388
1314,53050,283,71.68056,22.47028,116.4147,153.5428,0.01943495,4.613948,3.952294,5.45572,5.507944,3.190016,1.318929
1871,53384,563,216.3923,110.538,419.3155,295.6513,0.05272232,10.89435,8.403098,13.97008,13.81443,1.957628,0.7050808
744,52251,58,338.9511,364.1421,1365.608,703.2765,0.05607041,10.19935,9.098857,17.91575,13.92277,0.930821,0.5149916
747,52234,574,118.2134,78.9101,404.7256,468.7492,0.05575795,11.35977,9.678241,18.19933,19.43486,1.498077,1.15819
517,52024,431,49.95271,169.2189,682.2465,279.9547,0.02450822,3.959733,4.161956,7.532054,5.6551,0.2951958,0.4103425
658,52146,459,159.6949,391.7705,1616.085,760.7196,0.04153766,8.806551,9.853896,21.79016,15.21799,0.4076237,0.4707174
721,52228,42,46.46917,43.52632,95.40961,99.09053,0.0558404,4.422127,4.440342,5.993533,5.745997,1.067611,1.03858
1742,53053,462,360.2298,1132.099,4102.184,1350.743,0.02611011,8.372718,13.57116,32.12367,13.25937,0.3181963,0.329274
860,52319,207,56.41619,37.83551,117.2535,178.8297,0.04332804,4.560118,4.45901,6.299795,6.219587,1.491091,1.525154
864,52320,541,299.7671,212.8167,898.6118,1274.404,0.03894945,14.78054,11.90911,23.30167,26.44567,1.40857,1.418192
895,52581,415,1302.814,417.2638,1502.731,1001.818,0.02519718,14.36515,7.758028,13.87929,10.94353,3.122278,0.6666649
1378,53061,341,459.0843,232.1178,659.0656,1049.085,0.014189,15.99958,14.34995,25.26219,25.93456,1.977808,1.591776
1431,52992,384,67.18091,34.32082,110.4646,172.5343,0.01965697,7.464637,6.139626,9.459357,10.75038,1.957439,1.561897
2881,54502,554,536.6819,141.8775,448.3108,586.8164,0.01750457,12.36284,8.947906,13.88313,13.80484,3.782712,1.30895
2744,54272,312,87.3298,137.9081,788.512,571.8261,0.02224351,8.842058,9.219748,17.80889,16.29942,0.6332463,0.7251964
566,52238,61,35.96411,63.29774,92.65132,103.941,0.05075014,6.119605,6.837162,7.989454,8.220439,0.5681736,1.121851
581,52356,40,208.4687,68.49149,278.3849,346.3397,0.06169182,6.150431,4.881441,7.347785,7.808549,3.043717,1.244104
459,51924,130,60.98762,30.72988,66.3187,92.53404,0.05902736,6.070953,5.599569,6.648406,6.79232,1.984635,1.395293
1927,53321,118,40.51833,23.6398,131.3323,98.23698,0.0403925,4.911006,3.816145,5.967343,6.378722,1.713988,0.7480034
2241,54169,328,47.56027,46.39805,116.3672,126.2191,0.01091156,7.517478,7.226558,11.28156,11.6147,1.025049,1.084662
2134,53876,170,2892.2,2002.187,8577.315,2390.671,0.02103967,24.18692,17.60451,54.7556,18.50767,1.444521,0.2787202
1018,52672,359,8873.91,741.5242,3111.597,2927.182,0.01412162,82.05215,13.76273,32.40298,28.24492,11.96712,0.9407331
1813,53903,620,314.1724,170.7805,741.147,595.6086,0.02720499,10.39716,7.906811,14.0609,13.4178,1.839627,0.8036308
2527,54569,475,86.96863,62.0535,372.817,406.1706,0.04760724,9.107316,7.882567,14.32442,14.77259,1.40151,1.089463
1324,53088,456,420.3771,237.7278,808.337,1892.011,0.01179282,17.11411,12.8496,24.11364,32.17765,1.768313,2.340622
744,52251,283,154.5978,68.47856,198.6793,162.8001,0.071137,10.75241,9.791917,14.25082,12.67237,2.257609,0.8194113
499,51988,404,96.24347,159.8145,794.5302,528.73,0.01981644,5.509517,5.19357,9.647806,8.544439,0.6022201,0.6654626
552,51992,326,50.58302,20.28295,60.46059,54.2353,0.0227392,3.006541,1.98685,2.219188,3.103724,2.49387,0.8970356
2591,54140,353,584.3412,963.6081,3773.98,1152.682,0.02938908,9.849647,11.83093,34.54334,12.63496,0.6064097,0.3054287
2594,54177,424,117.381,64.63816,265.0763,399.5326,0.0321263,7.039692,6.556081,9.724562,10.1543,1.815971,1.507236
581,52356,28,492.7523,324.2289,1213.585,1171.253,0.05255479,7.805003,5.906213,11.64185,11.02209,1.519766,0.9651187
2266,53679,515,32.74794,66.30264,276.1074,184.4022,0.03200552,3.042143,2.643072,4.341999,4.166297,0.4939162,0.6678639
2502,54180,559,107.5427,121.8374,542.0471,430.3494,0.02516786,10.82857,9.400957,16.78237,16.37707,0.8826737,0.7939337
1670,54553,6,237.6495,252.3057,1606.07,1717.963,0.01474762,10.08489,8.738088,21.8181,21.61934,0.9419109,1.069669
1792,54270,513,217.096,175.6439,459.7046,239.7997,0.03427121,19.76983,18.15182,28.93589,26.18293,1.236001,0.5216388
1805,53875,344,218.5079,172.7627,682.0735,474.349,0.02937429,8.16075,6.551628,11.29336,10.68806,1.264786,0.6954514
854,52373,37,104.0478,94.25947,184.8659,258.0076,0.02586553,8.674654,9.097725,12.70862,12.65036,1.103845,1.395647
2516,54241,382,86.4292,19.95469,76.71632,56.64579,0.04242537,6.084325,3.698346,4.475482,6.212883,4.331272,0.73838
2520,54584,121,29.51728,37.75023,92.01307,93.59654,0.0571941,3.020396,2.674986,3.461486,3.700943,0.7819099,1.017209
327,52294,440,162.7971,519.0616,2160.269,985.9525,0.03290268,6.003038,7.582395,17.96206,10.93233,0.3136373,0.4564027
1116,52932,472,301.3725,200.1344,680.5145,306.4826,0.1026437,10.76885,9.618641,16.24956,13.08488,1.505851,0.450369
1327,52781,215,269.316,203.2472,754.3617,522.283,0.01420583,17.36062,15.13107,28.1583,26.14707,1.325066,0.6923509
516,52017,119,417.623,426.3409,3026.863,2409.254,0.02241571,11.99723,10.47116,28.23943,24.68071,0.9795517,0.7959574
1984,53433,44,140.0379,121.418,384.743,350.5291,0.0186662,10.10264,8.558307,14.45715,14.18556,1.153354,0.9110734
1992,53466,329,868.834,2152.774,7710.506,2483.99,0.0255187,15.6463,24.95507,64.97311,22.24335,0.403588,0.3221565
1749,53357,141,1497.241,930.8931,3395.386,927.0194,0.033945,13.60674,9.209734,22.87962,9.233837,1.608392,0.2730232
2609,54476,399,116.8972,58.54771,220.3344,305.0063,0.04311676,5.067399,4.305954,7.2946,7.624836,1.996615,1.384289
899,52620,185,1026.814,949.103,3515.597,987.6561,0.0171142,16.61334,13.36712,33.05324,13.63169,1.081878,0.2809355
906,52368,534,9143.347,3444.202,10139.75,1255.078,0.007305126,67.88912,30.002,79.909,14.03738,2.654707,0.1237779
915,52443,437,7239.438,1495.548,5800.638,2597.058,0.06474072,45.94178,13.58069,38.38494,17.53941,4.840661,0.4477193
952,52409,26,209.1584,141.8693,357.765,214.5067,0.01394395,15.20731,12.55515,19.9493,19.26856,1.474304,0.5995742
1642,53115,186,2543.769,2892.479,10535.55,3413.544,0.008928843,27.38082,28.73326,88.01028,26.48274,0.8794426,0.3240025
2808,54524,500,104.9556,138.3292,609.3069,514.2526,0.0616395,5.337529,5.338085,9.093742,8.573635,0.7587379,0.843996
2881,54502,73,81.87686,50.96485,146.8615,177.0596,0.03349045,10.11735,8.168945,12.85174,14.45893,1.606536,1.205623
2886,54498,250,215.5769,152.9578,621.7458,685.4636,0.02337793,12.45403,10.84932,20.14405,20.04048,1.409388,1.102482
2749,54241,102,111.6639,68.12729,209.836,201.1858,0.02128091,7.666151,7.494981,11.21508,10.1056,1.639047,0.9587764
566,52238,400,283.4187,158.8723,598.0797,621.4313,0.0501443,7.467402,7.041909,11.98682,10.8208,1.78394,1.039044
581,52356,242,463.7224,359.2458,1212.021,434.6016,0.05456709,7.257617,6.364434,10.66158,6.298012,1.290822,0.358576
2343,53735,577,2919.678,4889.11,24495.59,11348.98,0.03542433,27.90924,35.96328,142.3635,61.15344,0.5971798,0.463307
280,51612,396,114.4921,68.5118,215.8928,200.4113,0.04112364,8.387469,8.140857,11.84324,11.1158,1.67113,0.9282908
418,51817,493,225.0186,894.1333,3285.096,1497.636,0.08821759,9.589763,13.59681,32.03737,17.49272,0.2516612,0.4558881
428,51883,482,184.5202,1115.458,4548.184,1716.851,0.08796766,8.072387,12.46083,30.6023,15.32984,0.165421,0.3774807
473,51929,593,93.88316,59.08947,213.7847,370.2016,0.04462303,5.273432,3.866002,5.650489,7.073739,1.588831,1.731657
491,51942,591,42.747,36.46496,129.8605,142.3213,0.0108953,3.851512,3.902609,5.637755,4.99173,1.172276,1.095955
2636,54082,636,17.25338,32.74776,130.0697,88.33881,0.03075179,1.473576,1.324268,1.994057,1.862136,0.5268567,0.6791651
2240,53823,506,56.32207,77.65857,286.9741,226.6727,0.01152992,7.017943,6.740024,11.29138,11.21441,0.7252526,0.7898716
2434,53826,143,66.21374,45.63389,245.9077,262.6497,0.0367566,8.13273,6.952193,11.97151,12.20092,1.450977,1.068082
2499,54176,268,148.7356,120.2066,347.2112,232.6358,0.02620507,10.36188,8.329564,13.1921,13.55465,1.237334,0.6700124
1665,52976,262,240.483,395.9485,1467.31,1365.508,0.162438,9.235972,8.709839,14.95297,15.26297,0.6073593,0.9306201
1801,54156,426,97.46906,99.55724,344.5352,404.711,0.03535005,10.27042,10.05049,17.30946,17.69066,0.9790254,1.174658
2506,54179,410,165.3997,85.65576,291.8272,495.6467,0.0224663,11.61778,9.845462,17.23421,18.97857,1.930982,1.698425
1314,53050,421,325.3937,406.2341,1554.187,532.0678,0.02125008,6.167125,5.953389,10.76972,6.662009,0.8010004,0.3423448
1314,53050,546,116.8366,42.33076,169.6236,345.5409,0.01135485,5.770819,4.463215,7.207592,8.500565,2.760088,2.037104
1335,52824,520,14803.74,4171.77,14603.09,1302.108,0.009641128,106.6192,37.79506,121.5255,15.05125,3.548551,0.08916661
2911,54631,344,1735.613,1122.651,4133.963,990.6851,0.01772324,8.484062,5.741568,16.99168,4.332562,1.545995,0.2396454
2025,53431,7,3006.97,2050.18,5334.317,1348.687,0.02476264,52.04749,32.34254,65.04954,17.3285,1.466686,0.2528322
667,52163,216,1389.691,3902.108,16548.14,6081.352,0.02547931,20.20708,32.97121,103.1265,40.54163,0.3561385,0.3674945
2577,54086,293,87.16379,76.85022,205.3884,269.6823,0.02857107,9.982759,10.03007,16.41823,16.3082,1.134204,1.313036
943,52376,374,116.9357,45.45727,187.1837,392.2331,0.00857438,9.790046,6.645201,11.04083,15.45892,2.57243,2.095444
944,52614,498,67.62151,39.88143,161.1562,201.4591,0.009011112,4.72068,3.750535,6.286424,7.143301,1.695564,1.250086
2294,54524,625,71.87603,43.34217,126.1507,145.7198,0.02247951,7.377142,5.830242,8.997857,10.16922,1.65834,1.155125
1378,53061,422,67.56916,26.91307,143.3886,362.8023,0.01053693,7.763603,3.737898,6.270504,12.76742,2.510645,2.530204
2878,54465,380,68.39828,52.22805,114.1185,37.00938,0.03088718,4.303103,3.450207,4.070751,3.861378,1.309608,0.3243065
2884,54526,572,566.772,131.8963,465.7422,712.1586,0.02491482,9.610229,6.409513,11.17637,11.8258,4.297103,1.529083
2167,53889,71,1217.125,5218.981,18414.09,7463.471,0.03377963,22.91661,47.87026,136.8324,50.63567,0.2332112,0.405313
2200,53875,441,226.585,776.2769,3296.398,1894.952,0.05180662,8.71481,11.18699,46.97342,18.14174,0.2918869,0.5748554
561,52295,572,115.4262,80.39015,218.2165,157.4736,0.01250845,11.47202,11.43221,17.54236,15.07523,1.435825,0.7216393
564,52224,532,44.26082,23.61263,86.23957,116.884,0.02695005,3.619859,2.641708,3.425123,3.820231,1.874455,1.35534
1926,53317,638,89.86642,44.90473,168.3498,221.0699,0.04468052,6.136144,5.227229,8.204801,8.595968,2.001268,1.313158
2651,54507,375,114.1799,90.62287,398.4968,454.8624,0.01380411,9.007278,7.386853,15.18313,16.86517,1.259946,1.141446
2428,53801,616,79.3125,45.06057,127.7158,42.68523,0.03168361,6.03878,4.529568,6.472085,6.261672,1.760131,0.3342204
2432,54052,377,132.2305,647.1654,3126.749,1385.129,0.02492159,3.446681,5.912889,17.62225,8.364407,0.2043225,0.4429933
2481,54086,58,72.56512,28.16418,110.8964,76.92385,0.01846215,5.443369,4.792065,7.047174,6.31201,2.576504,0.6936551
1808,54176,573,259.3118,1030.79,5628.224,2701.798,0.02662215,8.532323,11.82242,40.32765,21.88295,0.2515661,0.4800445
844,52378,445,478.0686,2424.668,12356.05,7663.177,0.02048329,13.82434,25.00741,90.06229,51.30805,0.1971687,0.6201966
349,51699,465,150.873,222.1254,992.0758,411.0791,0.02386651,2.855905,2.835821,5.739892,3.612895,0.6792247,0.4143626
2970,54589,268,80.73515,39.16608,144.3445,141.3919,0.039382,6.528084,5.987207,9.226276,8.549505,2.061353,0.9795445
1988,53469,120,285.5993,512.2378,3669.238,3091.287,0.01679377,12.15562,10.8709,33.71463,27.40485,0.5575522,0.8424875
656,52148,117,95.74272,73.97823,375.0424,482.0188,0.03827856,8.58252,7.00597,12.34233,13.66698,1.294201,1.285238
666,52149,270,46.15541,89.9816,306.5034,184.7592,0.02377905,3.645706,3.508876,5.109126,4.712066,0.5129428,0.6027967
708,52175,305,123.6174,75.47269,204.149,254.5491,0.04548705,5.733252,5.717903,7.991678,7.599491,1.637909,1.246879
2583,54095,492,18.49281,32.07315,143.5693,77.86396,0.03418589,3.120105,2.467171,4.026599,4.319983,0.5765823,0.542344
893,52589,305,1086.957,1582.364,5999.017,3010.845,0.04216364,13.44569,15.04655,42.02035,20.69637,0.6869197,0.5018898
2744,54272,3,697.5121,1368.104,7515.619,4053.742,0.0145478,12.93939,14.90736,49.80277,27.32468,0.5098385,0.5393757
428,51883,376,79.03995,246.7487,1114.876,482.6453,0.06444032,7.867582,7.749166,14.4592,11.98302,0.3203257,0.432914
450,51908,492,35.14323,22.96129,84.53151,112.0971,0.01848234,2.762199,2.313799,3.410069,3.678708,1.530543,1.326099
461,51910,625,217.1909,100.35,308.2364,463.5652,0.05770456,15.65914,13.60972,22.48995,23.78955,2.164335,1.503927
1936,53330,597,264.8692,538.125,3547.048,2276.76,0.02591329,19.62423,17.41739,43.28188,36.5602,0.4922076,0.6418747
1944,53385,157,64.77869,26.78898,113.0859,139.0237,0.01793406,6.509678,5.078556,8.182983,8.845686,2.41811,1.229363
2655,54184,360,138.9392,134.2236,493.7185,450.2533,0.02684964,10.05991,8.895057,15.77748,15.65455,1.035133,0.9119636
2238,54205,585,43.11588,68.57541,268.8489,175.2826,0.01295925,6.266128,5.681754,8.867924,9.099772,0.6287368,0.6519744
2239,53726,16,82.57363,312.4524,1652.13,579.6799,0.01184256,6.506538,6.811764,16.5016,11.02565,0.2642759,0.3508681
2425,54139,36,57.81615,29.54529,79.37659,106.1553,0.06525233,6.276357,5.674526,8.021783,8.150808,1.956865,1.337363
2028,53818,537,51.39978,24.25741,75.80625,34.61781,0.01231011,5.212584,3.259173,4.228791,5.57368,2.118931,0.4566616
2089,53498,274,25.09711,16.9884,44.8114,32.48919,0.01749556,3.377842,3.024302,3.688581,3.614902,1.477309,0.7250207
400,51820,582,200.9308,1102.606,5350.819,2528.586,0.03108604,11.18451,15.65764,43.94148,25.50047,0.1822327,0.4725605
407,51820,542,5639.006,1402.151,4075.111,237.3731,0.02807388,33.92704,10.95801,24.12739,3.561013,4.021682,0.05824948
1776,53858,632,4133.134,3754.218,16633.67,6907.328,0.02565265,31.57422,28.37833,98.18549,39.56104,1.100931,0.4152619
793,52370,423,731.9827,526.8243,1779.992,395.2498,0.01589594,8.417918,6.443616,13.21902,5.046802,1.389425,0.2220515
2508,53875,233,1455.938,900.9965,3213.838,559.892,0.02486573,18.72403,12.65985,27.61115,9.550246,1.61592,0.1742129
2521,54538,614,76.10181,383.0296,1722.139,729.2296,0.04600153,5.216995,6.597858,15.09132,9.175017,0.1986839,0.423444
335,52000,434,136.7431,58.73833,158.8675,172.2631,0.02819758,12.55495,11.11118,16.67342,15.91649,2.328004,1.084319
366,52017,404,100.7862,371.5432,1753.893,818.918,0.02643202,8.669747,9.262214,18.68263,13.80486,0.2712637,0.4669144
501,52235,566,41.79954,53.39894,216.9138,156.9189,0.02326831,3.978508,3.45164,5.625008,5.729785,0.7827783,0.7234158
525,52295,155,110.3093,111.0155,519.777,493.024,0.02530493,9.077731,6.749979,11.51987,12.38443,0.9936383,0.9485298
528,52022,428,1468.227,461.1592,1944.377,2299.643,0.02423975,11.88882,7.117423,14.02754,14.25862,3.183774,1.182715
530,52026,372,87.98524,148.2663,576.1801,492.7685,0.02494483,10.78843,10.0528,17.97516,18.94023,0.593427,0.8552335
536,52024,21,180.5671,115.1399,393.9262,248.0086,0.03900757,8.802274,6.60717,10.51064,10.44699,1.568241,0.6295814
551,51993,422,83.72035,56.97929,120.736,187.0802,0.02060455,5.809384,5.661163,7.615317,7.846349,1.469312,1.549497
553,51999,523,228.3233,130.4644,352.1212,332.0574,0.0144346,13.30641,12.88144,20.61952,18.24706,1.750081,0.9430202
1985,53431,451,124.4137,81.13014,206.4749,197.6155,0.01291911,10.89709,11.10102,17.59041,15.23564,1.533507,0.9570922
2024,53503,559,175.4095,91.42294,288.9024,311.7734,0.02095078,13.33588,10.72725,18.11338,19.05791,1.918659,1.079165
1510,52992,72,1108.043,934.2762,3902.069,2157.588,0.033369,16.57144,13.34546,37.36034,20.23749,1.18599,0.5529345
1378,53061,388,4670.918,1681.263,5943.062,1960.849,0.01018561,31.87887,13.63663,37.04133,12.90502,2.778221,0.3299392
2172,54230,278,86.89826,364.9189,1520.266,890.7112,0.04043871,5.809831,6.318098,13.62236,9.82767,0.2381303,0.5858915
2173,53874,401,98.29977,58.2608,164.4347,186.419,0.04784229,5.648207,5.558573,8.547458,7.898178,1.687237,1.133697
2783,54524,521,263.3925,361.6868,1702.467,1078.086,0.01652313,7.327333,6.56639,16.20428,11.84805,0.7282339,0.6332493
564,52224,99,726.2908,501.8161,1695.587,347.2574,0.05052058,6.37971,4.979251,9.379316,3.577104,1.447325,0.2048007
635,52145,401,184.2285,710.0223,4243.52,3250.851,0.05041224,8.935232,11.25665,30.28201,22.28907,0.2594686,0.7660741
305,51613,552,206.196,88.78378,349.4867,510.868,0.03003003,7.252104,4.601058,7.064286,8.353708,2.322451,1.461767
455,51909,47,4887.686,2969.354,9668.336,2144.424,0.02886895,34.52084,23.23971,61.33652,14.43098,1.646043,0.2217986
1926,53317,357,133.3197,49.38228,140.5117,198.1082,0.05570359,6.545409,4.947236,7.447526,8.395162,2.699748,1.409906
2646,54479,546,75.49704,44.34372,137.1607,192.9624,0.02580604,6.408216,5.462719,9.063805,9.826832,1.702542,1.406834
2436,54054,417,58.12259,18.79779,55.33094,23.86265,0.03407624,4.237918,2.944084,2.932251,3.799834,3.091991,0.4312713
2134,53876,363,157.666,232.2401,860.988,537.3231,0.02029067,9.09106,8.178154,14.87995,13.58105,0.6788923,0.6240773
1704,53178,167,173.5757,99.20873,136.9855,136.0948,0.02490501,10.99185,11.18472,14.39569,12.36547,1.749601,0.9934972
2089,53498,127,74.66541,56.83561,176.7421,271.9353,0.01857775,5.984449,5.778093,9.312205,9.51749,1.313708,1.5386
1785,54439,615,2876.047,2037.056,9504.388,3954.461,0.04202069,31.42904,24.42722,75.10806,36.88274,1.411865,0.4160669
1801,54156,435,169.8599,179.9334,709.0253,602.337,0.03596623,8.53529,8.174543,14.57459,14.05704,0.9440152,0.8495281
2520,54584,622,84.86417,528.2588,2329.997,1132.783,0.04996867,3.283915,4.707238,11.10184,6.280765,0.1606489,0.4861735
349,51699,65,13.83089,12.34777,26.74763,40.25853,0.02392651,2.492117,1.826411,2.294482,2.9269,1.120112,1.505125
349,51699,556,172.4489,917.3574,3543.482,1495.045,0.02291995,3.894795,6.453292,15.32326,7.62639,0.1879844,0.4219139
1876,54464,586,13021.97,4448.987,14187.44,1680.922,0.1183913,62.8258,25.96056,65.54818,13.41255,2.92695,0.1184796
1222,52763,341,2183.46,732.654,3909.164,3456.265,0.02209685,25.85782,15.69523,37.24656,31.73715,2.980206,0.8841445
1987,53765,461,3338.761,2546.273,8981.012,1789.353,0.01391321,31.16627,23.80511,75.30372,15.85407,1.311234,0.1992374
1458,53119,13,79.49393,263.3401,1227.583,524.75,0.01939341,9.618537,8.643849,17.15419,13.88941,0.301868,0.4274661
1463,53063,464,764.3829,434.6566,1572.383,714.8591,0.02740777,21.21968,15.31529,29.9083,24.39242,1.75859,0.4546341
696,52209,234,131.3573,99.25674,381.3207,733.5363,0.04362182,7.395684,5.881478,9.616488,12.011,1.323409,1.923673
2609,54476,394,80.82633,54.47095,255.1709,282.4006,0.03831238,5.683473,5.110553,7.988343,8.528765,1.483843,1.106712
2285,53700,147,92.56021,88.01129,455.3201,349.4336,0.03438115,7.087831,5.725039,11.40328,11.69534,1.051686,0.767446
2292,53713,395,381.0535,104.3579,338.7103,345.545,0.02657348,12.93414,9.244693,15.14282,14.81748,3.651409,1.020179
2829,54623,238,36.31393,185.3663,926.6036,321.5735,0.05282117,2.603936,3.078673,7.353087,4.389384,0.1959036,0.3470455
2158,54209,377,88.93002,94.80769,350.2201,311.5451,0.03854182,6.141963,4.946017,8.664713,9.26956,0.9380043,0.8895696
2744,54272,552,259.3684,139.9934,503.4296,432.9614,0.01993481,8.357947,6.006478,10.278,10.19122,1.852719,0.8600237
2758,54523,163,88.57294,78.22061,287.6976,361.4651,0.02518363,5.891912,4.677807,7.901863,8.68321,1.132348,1.256407
564,52224,524,122.7653,46.57806,165.7143,152.0144,0.03849199,3.085863,2.231886,2.914462,2.893863,2.63569,0.9173282
450,51908,519,22.94992,17.74886,74.23956,92.23811,0.01995301,2.704117,2.281032,3.310253,3.439317,1.293036,1.242439
2636,54082,584,1070.759,1005.185,3609.891,767.5396,0.03110126,6.662357,6.013339,16.95721,3.831604,1.065236,0.2126213
2657,54502,566,58.46272,28.28861,121.3435,165.7939,0.02754023,5.188779,4.400564,7.489728,7.867372,2.066652,1.366319
2488,54149,640,343.7132,1161.251,6183.866,3451.635,0.01777111,11.42001,15.70676,50.75211,30.92451,0.2959853,0.5581678
389,51795,317,150.1393,78.27047,152.5684,140.4799,0.03110016,12.71107,11.92783,15.70348,14.3857,1.918212,0.9207664
1808,54176,301,116.7016,933.417,5167.769,1887.212,0.02700934,6.980047,11.28297,36.17119,17.15668,0.1250263,0.3651889
1813,53903,611,56.87514,28.75209,84.01601,131.142,0.02958987,6.981375,5.647291,8.141701,9.267182,1.978122,1.560916
855,52375,549,455.0986,569.1046,2388.482,732.5,0.0269787,10.37578,9.531271,25.10738,10.39396,0.7996747,0.3066801
2526,54582,401,349.6696,301.9255,1090.838,310.3551,0.05337026,6.117557,5.171391,10.17827,5.8255,1.158132,0.2845106
349,51699,58,44.03122,212.1412,1010.639,412.7115,0.03658519,2.895383,3.265459,5.867961,3.994951,0.2075562,0.4083667
769,54530,41,430.9927,36.50747,152.5057,238.2887,0.008239205,8.300897,4.036982,5.959872,6.705326,11.8056,1.56249
539,52017,40,167.6216,190.9049,500.0597,620.9647,0.0556713,11.6741,10.74069,16.33469,17.66976,0.878037,1.241781
1706,53442,479,782.5197,743.0601,2808.334,655.5192,0.02227409,10.23955,8.628454,29.98997,7.574698,1.053104,0.2334193
1740,53050,573,265.6523,108.1798,449.7852,738.2569,0.03465559,12.67457,10.20709,20.09185,21.6438,2.455655,1.641355
2573,54061,338,80.13409,43.30599,110.6197,155.461,0.02703178,8.993731,8.149185,12.95962,13.0204,1.850416,1.405364
2583,54095,384,6372.962,2008.347,6812.091,741.5893,0.03551297,38.29589,13.51029,41.0007,5.987211,3.173238,0.1088637
892,52378,560,224.547,862.7401,4470.482,1973.625,0.06874145,8.379918,11.05003,35.07556,18.87499,0.2602718,0.4414793
1200,52668,230,77.6571,60.9954,293.4192,296.3216,0.01998558,6.420899,5.441838,8.827817,8.994952,1.273163,1.009892
1378,53061,427,424.2086,859.5808,3358.509,2703.162,0.01101935,10.7297,12.00789,26.32436,21.06899,0.4935063,0.8048699
1382,53115,193,6137.02,624.3373,2315.617,3161.543,0.01660839,47.40217,15.76835,31.83517,33.28547,9.829654,1.365313
1431,52992,489,97.31697,41.84649,183.9465,299.4511,0.01673644,7.192484,5.972548,9.966138,10.96915,2.325571,1.627925
308,51662,191,345.8728,216.1277,803.5585,853.2526,0.04450123,13.29151,10.43738,18.82164,19.40937,1.600317,1.061843
429,51820,432,56.18512,70.29011,277.9914,154.0647,0.05149794,2.610944,2.298239,3.543074,3.282947,0.7993318,0.5542068
434,51885,189,58.76058,17.38739,130.481,200.1721,0.05002581,4.437449,3.216843,5.152497,6.268398,3.379494,1.53411
468,51912,14,339.3191,238.1575,913.3909,364.3384,0.03517862,7.277126,5.450875,9.496537,6.336511,1.424768,0.3988855
491,51942,499,39.83118,16.2377,61.2093,59.37041,0.009322366,3.373856,2.878766,4.106027,3.890666,2.453006,0.9699574
2656,54484,377,43.85452,207.4138,1205.747,460.9834,0.02043202,4.821239,5.138577,11.55123,8.241459,0.2114349,0.3823218
2659,54498,62,97.21776,238.2069,1254.072,668.8825,0.01849114,5.495128,5.577919,12.4472,9.352262,0.4081232,0.5333685
2432,54052,327,299.8898,489.765,1707.561,457.9409,0.02886988,5.288089,5.665963,11.47388,4.885387,0.6123137,0.2681843
2437,53848,604,146.4403,384.416,1600.542,1010.898,0.03241239,9.583362,10.26239,21.87453,17.68142,0.3809422,0.6315975
2481,54086,220,134.8342,79.38587,255.7835,251.4209,0.02176031,8.547001,8.331677,13.50608,12.06145,1.698466,0.982944
2483,53852,43,1579.43,350.8303,1155.597,571.5577,0.02458298,18.39284,9.231826,13.02389,9.364457,4.501978,0.4945995
1665,52976,559,87.45499,38.51067,188.103,316.6233,0.1716034,4.973968,4.266788,6.299037,7.05878,2.270929,1.683244
1791,54266,152,217.0428,1590.361,6869.823,2560.177,0.02201718,7.092489,14.42586,47.78219,18.32105,0.1364739,0.37267
841,52375,106,373.0042,434.1843,1785.013,1784.927,0.01977932,13.75465,12.4641,25.71947,25.49698,0.8590919,0.9999513
2973,54591,511,4630.146,1815.981,6263.582,786.9276,0.05804637,36.21067,16.68585,40.88177,9.005047,2.549666,0.1256354
541,51959,467,241.8594,242.2523,790.5424,203.454,0.04263064,2.748705,2.533002,4.626496,2.026813,0.9983782,0.25736
